Geo_Postal_Code,Geo_Lat,Geo_Lon,Geolocation_City,Geo_Country
AD-AD500,42.5078,1.5211,Andorra la Vella,Andorra 
AD-AD501,42.5078,1.5211,Andorra la Vella,Andorra 
AD-AD502,42.5078,1.5211,Andorra la Vella,Andorra 
AD-AD503,42.5078,1.5211,Andorra la Vella,Andorra 
AD-AD504,42.5078,1.5211,Andorra la Vella,Andorra 
AT-1010,48.2082,16.3738,Vienna,Austria
AT-1020,48.2082,16.3738,Vienna,Austria
AT-1030,48.2082,16.3738,Vienna,Austria
AT-1040,48.2082,16.3738,Vienna,Austria
AT-1050,48.2082,16.3738,Vienna,Austria
AT-2500,48.0075,16.2344,Baden bei Wien,Austria
AT-2501,48.0075,16.2344,Baden bei Wien,Austria
AT-2502,48.0075,16.2344,Baden bei Wien,Austria
AT-2503,48.0075,16.2344,Baden bei Wien,Austria
AT-2504,48.0075,16.2344,Baden bei Wien,Austria
AT-2700,47.8167,16.25,Wiener Neustadt,Austria
AT-2701,47.8167,16.25,Wiener Neustadt,Austria
AT-2702,47.8167,16.25,Wiener Neustadt,Austria
AT-2703,47.8167,16.25,Wiener Neustadt,Austria
AT-2704,47.8167,16.25,Wiener Neustadt,Austria
AT-3100,48.2,15.6167,Sankt Pölten,Austria
AT-3104,48.2,15.6167,Sankt Pölten,Austria
AT-3105,48.2,15.6167,Sankt Pölten,Austria
AT-3106,48.2,15.6167,Sankt Pölten,Austria
AT-3107,48.2,15.6167,Sankt Pölten,Austria
AT-3400,48.3042,16.3167,Klosterneuburg,Austria
AT-3401,48.3042,16.3167,Klosterneuburg,Austria
AT-3402,48.3042,16.3167,Klosterneuburg,Austria
AT-3403,48.3042,16.3167,Klosterneuburg,Austria
AT-3404,48.3042,16.3167,Klosterneuburg,Austria
AT-4020,48.3058,14.2864,Linz,Austria
AT-4030,48.3058,14.2864,Linz,Austria
AT-4040,48.3058,14.2864,Linz,Austria
AT-4050,48.3058,14.2864,Linz,Austria
AT-4050,48.2217,14.2397,Traun,Austria
AT-4051,48.2217,14.2397,Traun,Austria
AT-4052,48.2217,14.2397,Traun,Austria
AT-4053,48.2217,14.2397,Traun,Austria
AT-4054,48.2217,14.2397,Traun,Austria
AT-4060,48.2792,14.2528,Leonding,Austria
AT-4060,48.3058,14.2864,Linz,Austria
AT-4061,48.2792,14.2528,Leonding,Austria
AT-4062,48.2792,14.2528,Leonding,Austria
AT-4063,48.2792,14.2528,Leonding,Austria
AT-4064,48.2792,14.2528,Leonding,Austria
AT-4400,48.05,14.4167,Steyr,Austria
AT-4401,48.05,14.4167,Steyr,Austria
AT-4402,48.05,14.4167,Steyr,Austria
AT-4403,48.05,14.4167,Steyr,Austria
AT-4404,48.05,14.4167,Steyr,Austria
AT-4600,48.15,14.0167,Wels,Austria
AT-4610,48.15,14.0167,Wels,Austria
AT-4620,48.15,14.0167,Wels,Austria
AT-4630,48.15,14.0167,Wels,Austria
AT-4640,48.15,14.0167,Wels,Austria
AT-5020,47.8,13.045,Salzburg,Austria
AT-5030,47.8,13.045,Salzburg,Austria
AT-5040,47.8,13.045,Salzburg,Austria
AT-5050,47.8,13.045,Salzburg,Austria
AT-5060,47.8,13.045,Salzburg,Austria
AT-6010,47.2683,11.3933,Innsbruck,Austria
AT-6020,47.2683,11.3933,Innsbruck,Austria
AT-6030,47.2683,11.3933,Innsbruck,Austria
AT-6040,47.2683,11.3933,Innsbruck,Austria
AT-6050,47.2683,11.3933,Innsbruck,Austria
AT-6800,47.2381,9.5983,Feldkirch,Austria
AT-6801,47.2381,9.5983,Feldkirch,Austria
AT-6802,47.2381,9.5983,Feldkirch,Austria
AT-6803,47.2381,9.5983,Feldkirch,Austria
AT-6804,47.2381,9.5983,Feldkirch,Austria
AT-6850,47.4167,9.75,Dornbirn,Austria
AT-6851,47.4167,9.75,Dornbirn,Austria
AT-6852,47.4167,9.75,Dornbirn,Austria
AT-6853,47.4167,9.75,Dornbirn,Austria
AT-6854,47.4167,9.75,Dornbirn,Austria
AT-6900,47.505,9.7492,Bregenz,Austria
AT-6901,47.505,9.7492,Bregenz,Austria
AT-6902,47.505,9.7492,Bregenz,Austria
AT-6903,47.505,9.7492,Bregenz,Austria
AT-6904,47.505,9.7492,Bregenz,Austria
AT-8010,47.0708,15.4386,Graz,Austria
AT-8020,47.0708,15.4386,Graz,Austria
AT-8030,47.0708,15.4386,Graz,Austria
AT-8040,47.0708,15.4386,Graz,Austria
AT-8050,47.0708,15.4386,Graz,Austria
AT-8700,47.3817,15.0972,Leoben,Austria
AT-8701,47.3817,15.0972,Leoben,Austria
AT-8702,47.3817,15.0972,Leoben,Austria
AT-8703,47.3817,15.0972,Leoben,Austria
AT-8704,47.3817,15.0972,Leoben,Austria
AT-9020,46.6167,14.3,Klagenfurt am Wörthersee,Austria
AT-9030,46.6167,14.3,Klagenfurt am Wörthersee,Austria
AT-9040,46.6167,14.3,Klagenfurt am Wörthersee,Austria
AT-9050,46.6167,14.3,Klagenfurt am Wörthersee,Austria
AT-9060,46.6167,14.3,Klagenfurt am Wörthersee,Austria
AT-9400,46.8419,14.8408,Wolfsberg,Austria
AT-9401,46.8419,14.8408,Wolfsberg,Austria
AT-9402,46.8419,14.8408,Wolfsberg,Austria
AT-9403,46.8419,14.8408,Wolfsberg,Austria
AT-9404,46.8419,14.8408,Wolfsberg,Austria
AT-9500,46.6167,13.8333,Villach,Austria
AT-9510,46.6167,13.8333,Villach,Austria
AT-9520,46.6167,13.8333,Villach,Austria
AT-9530,46.6167,13.8333,Villach,Austria
AT-9540,46.6167,13.8333,Villach,Austria
BE-1000,50.8467,4.3525,Brussels,Belgium
BE-1020,50.8467,4.3525,Brussels,Belgium
BE-1030,50.8467,4.3525,Brussels,Belgium
BE-1030,50.8675,4.3736,Schaerbeek,Belgium
BE-1031,50.8675,4.3736,Schaerbeek,Belgium
BE-1032,50.8675,4.3736,Schaerbeek,Belgium
BE-1033,50.8675,4.3736,Schaerbeek,Belgium
BE-1034,50.8675,4.3736,Schaerbeek,Belgium
BE-1040,50.8467,4.3525,Brussels,Belgium
BE-1050,50.8467,4.3525,Brussels,Belgium
BE-1050,50.8331,4.3669,Ixelles,Belgium
BE-1051,50.8331,4.3669,Ixelles,Belgium
BE-1052,50.8331,4.3669,Ixelles,Belgium
BE-1053,50.8331,4.3669,Ixelles,Belgium
BE-1054,50.8331,4.3669,Ixelles,Belgium
BE-1070,50.8392,4.3297,Anderlecht,Belgium
BE-1071,50.8392,4.3297,Anderlecht,Belgium
BE-1072,50.8392,4.3297,Anderlecht,Belgium
BE-1073,50.8392,4.3297,Anderlecht,Belgium
BE-1074,50.8392,4.3297,Anderlecht,Belgium
BE-1080,50.8547,4.3386,Sint-Jans-Molenbeek,Belgium
BE-1081,50.8547,4.3386,Sint-Jans-Molenbeek,Belgium
BE-1082,50.8547,4.3386,Sint-Jans-Molenbeek,Belgium
BE-1083,50.8547,4.3386,Sint-Jans-Molenbeek,Belgium
BE-1084,50.8547,4.3386,Sint-Jans-Molenbeek,Belgium
BE-1180,50.8036,4.3339,Uccle,Belgium
BE-1181,50.8036,4.3339,Uccle,Belgium
BE-1182,50.8036,4.3339,Uccle,Belgium
BE-1183,50.8036,4.3339,Uccle,Belgium
BE-1184,50.8036,4.3339,Uccle,Belgium
BE-2000,51.2211,4.3997,Antwerp,Belgium
BE-2018,51.2211,4.3997,Antwerp,Belgium
BE-2020,51.2211,4.3997,Antwerp,Belgium
BE-2030,51.2211,4.3997,Antwerp,Belgium
BE-2040,51.2211,4.3997,Antwerp,Belgium
BE-2800,51.0281,4.4803,Mechelen,Belgium
BE-2801,51.0281,4.4803,Mechelen,Belgium
BE-2802,51.0281,4.4803,Mechelen,Belgium
BE-2803,51.0281,4.4803,Mechelen,Belgium
BE-2804,51.0281,4.4803,Mechelen,Belgium
BE-3000,50.8775,4.7044,Leuven,Belgium
BE-3001,50.8775,4.7044,Leuven,Belgium
BE-3010,50.8775,4.7044,Leuven,Belgium
BE-3012,50.8775,4.7044,Leuven,Belgium
BE-3018,50.8775,4.7044,Leuven,Belgium
BE-3500,50.9305,5.3385,Hasselt,Belgium
BE-3501,50.9305,5.3385,Hasselt,Belgium
BE-3502,50.9305,5.3385,Hasselt,Belgium
BE-3503,50.9305,5.3385,Hasselt,Belgium
BE-3504,50.9305,5.3385,Hasselt,Belgium
BE-3600,50.9662,5.5021,Genk,Belgium
BE-3601,50.9662,5.5021,Genk,Belgium
BE-3602,50.9662,5.5021,Genk,Belgium
BE-3603,50.9662,5.5021,Genk,Belgium
BE-3604,50.9662,5.5021,Genk,Belgium
BE-4000,50.6397,5.5706,Liège,Belgium
BE-4020,50.6397,5.5706,Liège,Belgium
BE-4030,50.6397,5.5706,Liège,Belgium
BE-4040,50.6397,5.5706,Liège,Belgium
BE-4050,50.6397,5.5706,Liège,Belgium
BE-5000,50.4667,4.8667,Namur,Belgium
BE-5001,50.4667,4.8667,Namur,Belgium
BE-5002,50.4667,4.8667,Namur,Belgium
BE-5003,50.4667,4.8667,Namur,Belgium
BE-5004,50.4667,4.8667,Namur,Belgium
BE-6000,50.4167,4.4442,Charleroi,Belgium
BE-6010,50.4167,4.4442,Charleroi,Belgium
BE-6020,50.4167,4.4442,Charleroi,Belgium
BE-6030,50.4167,4.4442,Charleroi,Belgium
BE-6040,50.4167,4.4442,Charleroi,Belgium
BE-7000,50.455,3.952,Mons,Belgium
BE-7010,50.455,3.952,Mons,Belgium
BE-7020,50.455,3.952,Mons,Belgium
BE-7030,50.455,3.952,Mons,Belgium
BE-7040,50.455,3.952,Mons,Belgium
BE-7100,50.4778,4.1881,La Louvière,Belgium
BE-7110,50.4778,4.1881,La Louvière,Belgium
BE-7120,50.4778,4.1881,La Louvière,Belgium
BE-7130,50.4778,4.1881,La Louvière,Belgium
BE-7140,50.4778,4.1881,La Louvière,Belgium
BE-7700,50.7444,3.2156,Mouscron,Belgium
BE-7711,50.7444,3.2156,Mouscron,Belgium
BE-7712,50.7444,3.2156,Mouscron,Belgium
BE-7713,50.7444,3.2156,Mouscron,Belgium
BE-7714,50.7444,3.2156,Mouscron,Belgium
BE-8000,51.2089,3.2242,Bruges,Belgium
BE-8200,51.2089,3.2242,Bruges,Belgium
BE-8310,51.2089,3.2242,Bruges,Belgium
BE-8380,51.2089,3.2242,Bruges,Belgium
BE-8400,51.2089,3.2242,Bruges,Belgium
BE-8500,50.8275,3.2658,Kortrijk,Belgium
BE-8510,50.8275,3.2658,Kortrijk,Belgium
BE-8520,50.8275,3.2658,Kortrijk,Belgium
BE-8530,50.8275,3.2658,Kortrijk,Belgium
BE-8540,50.8275,3.2658,Kortrijk,Belgium
BE-9000,51.0536,3.7253,Ghent,Belgium
BE-9030,51.0536,3.7253,Ghent,Belgium
BE-9040,51.0536,3.7253,Ghent,Belgium
BE-9050,51.0536,3.7253,Ghent,Belgium
BE-9060,51.0536,3.7253,Ghent,Belgium
BE-9100,51.1644,4.1392,Sint-Niklaas,Belgium
BE-9110,51.1644,4.1392,Sint-Niklaas,Belgium
BE-9120,51.2,4.25,Beveren,Belgium
BE-9120,51.1644,4.1392,Sint-Niklaas,Belgium
BE-9121,51.2,4.25,Beveren,Belgium
BE-9122,51.2,4.25,Beveren,Belgium
BE-9123,51.2,4.25,Beveren,Belgium
BE-9124,51.2,4.25,Beveren,Belgium
BE-9130,51.1644,4.1392,Sint-Niklaas,Belgium
BE-9140,51.1644,4.1392,Sint-Niklaas,Belgium
BE-9300,50.9383,4.0392,Aalst,Belgium
BE-9308,50.9383,4.0392,Aalst,Belgium
BE-9310,50.9383,4.0392,Aalst,Belgium
BE-9320,50.9383,4.0392,Aalst,Belgium
BE-9330,50.9383,4.0392,Aalst,Belgium
CH-1001,46.5333,6.6333,Lausanne,Switzerland
CH-1002,46.5333,6.6333,Lausanne,Switzerland
CH-1003,46.5333,6.6333,Lausanne,Switzerland
CH-1004,46.5333,6.6333,Lausanne,Switzerland
CH-1005,46.5333,6.6333,Lausanne,Switzerland
CH-1201,46.2,6.15,Geneva,Switzerland
CH-1202,46.2,6.15,Geneva,Switzerland
CH-1203,46.2,6.15,Geneva,Switzerland
CH-1204,46.2,6.15,Geneva,Switzerland
CH-1205,46.2,6.15,Geneva,Switzerland
CH-1700,47.995,7.85,Fribourg,Switzerland
CH-1701,47.995,7.85,Fribourg,Switzerland
CH-1702,47.995,7.85,Fribourg,Switzerland
CH-1703,47.995,7.85,Fribourg,Switzerland
CH-1704,47.995,7.85,Fribourg,Switzerland
CH-2501,47.1372,7.2472,Biel/Bienne,Switzerland
CH-2502,47.1372,7.2472,Biel/Bienne,Switzerland
CH-2503,47.1372,7.2472,Biel/Bienne,Switzerland
CH-2504,47.1372,7.2472,Biel/Bienne,Switzerland
CH-2505,47.1372,7.2472,Biel/Bienne,Switzerland
CH-3001,46.948,7.4474,Bern,Switzerland
CH-3002,46.948,7.4474,Bern,Switzerland
CH-3003,46.948,7.4474,Bern,Switzerland
CH-3004,46.948,7.4474,Bern,Switzerland
CH-3005,46.948,7.4474,Bern,Switzerland
CH-3098,46.925,7.4153,Köniz,Switzerland
CH-3099,46.925,7.4153,Köniz,Switzerland
CH-3100,46.925,7.4153,Köniz,Switzerland
CH-3101,46.925,7.4153,Köniz,Switzerland
CH-3102,46.925,7.4153,Köniz,Switzerland
CH-3600,46.759,7.63,Thun,Switzerland
CH-3601,46.759,7.63,Thun,Switzerland
CH-3602,46.759,7.63,Thun,Switzerland
CH-3603,46.759,7.63,Thun,Switzerland
CH-3604,46.759,7.63,Thun,Switzerland
CH-4001,47.5606,7.5906,Basel,Switzerland
CH-4002,47.5606,7.5906,Basel,Switzerland
CH-4003,47.5606,7.5906,Basel,Switzerland
CH-4004,47.5606,7.5906,Basel,Switzerland
CH-4005,47.5606,7.5906,Basel,Switzerland
CH-6001,47.0523,8.3059,Lucerne,Switzerland
CH-6002,47.0523,8.3059,Lucerne,Switzerland
CH-6003,47.0523,8.3059,Lucerne,Switzerland
CH-6004,47.0523,8.3059,Lucerne,Switzerland
CH-6005,47.0523,8.3059,Lucerne,Switzerland
CH-6500,46.1956,9.0238,Bellinzona,Switzerland
CH-6501,46.1956,9.0238,Bellinzona,Switzerland
CH-6503,46.1956,9.0238,Bellinzona,Switzerland
CH-6504,46.1956,9.0238,Bellinzona,Switzerland
CH-6506,46.1956,9.0238,Bellinzona,Switzerland
CH-6900,46.0103,8.9625,Lugano,Switzerland
CH-6901,46.0103,8.9625,Lugano,Switzerland
CH-6902,46.0103,8.9625,Lugano,Switzerland
CH-6903,46.0103,8.9625,Lugano,Switzerland
CH-6904,46.0103,8.9625,Lugano,Switzerland
CH-8001,47.3744,8.5411,Zurich,Switzerland
CH-8002,47.3744,8.5411,Zurich,Switzerland
CH-8003,47.3744,8.5411,Zurich,Switzerland
CH-8004,47.3744,8.5411,Zurich,Switzerland
CH-8005,47.3744,8.5411,Zurich,Switzerland
CH-8200,47.6965,8.6339,Schaffhausen,Switzerland
CH-8201,47.6965,8.6339,Schaffhausen,Switzerland
CH-8202,47.6965,8.6339,Schaffhausen,Switzerland
CH-8203,47.6965,8.6339,Schaffhausen,Switzerland
CH-8204,47.6965,8.6339,Schaffhausen,Switzerland
CH-8400,47.4992,8.7267,Winterthur,Switzerland
CH-8401,47.4992,8.7267,Winterthur,Switzerland
CH-8402,47.4992,8.7267,Winterthur,Switzerland
CH-8403,47.4992,8.7267,Winterthur,Switzerland
CH-8404,47.4992,8.7267,Winterthur,Switzerland
CH-9000,47.4245,9.3767,St. Gallen,Switzerland
CH-9001,47.4245,9.3767,St. Gallen,Switzerland
CH-9002,47.4245,9.3767,St. Gallen,Switzerland
CH-9003,47.4245,9.3767,St. Gallen,Switzerland
CH-9004,47.4245,9.3767,St. Gallen,Switzerland
CZ-10000,50.0755,14.4378,Prague,Czechia
CZ-10100,50.0755,14.4378,Prague,Czechia
CZ-10200,50.0755,14.4378,Prague,Czechia
CZ-10300,50.0755,14.4378,Prague,Czechia
CZ-10400,50.0755,14.4378,Prague,Czechia
CZ-30100,49.7475,13.3776,Plze? (Pilsen),Czechia
CZ-30200,49.7475,13.3776,Plze? (Pilsen),Czechia
CZ-30300,49.7475,13.3776,Plze? (Pilsen),Czechia
CZ-30400,49.7475,13.3776,Plze? (Pilsen),Czechia
CZ-30500,49.7475,13.3776,Plze? (Pilsen),Czechia
CZ-37001,48.9747,14.4747,?eské Bud?jovice,Czechia
CZ-37002,48.9747,14.4747,?eské Bud?jovice,Czechia
CZ-37003,48.9747,14.4747,?eské Bud?jovice,Czechia
CZ-37004,48.9747,14.4747,?eské Bud?jovice,Czechia
CZ-37005,48.9747,14.4747,?eské Bud?jovice,Czechia
CZ-40001,50.6592,14.0417,Ústí nad Labem,Czechia
CZ-40002,50.6592,14.0417,Ústí nad Labem,Czechia
CZ-40003,50.6592,14.0417,Ústí nad Labem,Czechia
CZ-40004,50.6592,14.0417,Ústí nad Labem,Czechia
CZ-40005,50.6592,14.0417,Ústí nad Labem,Czechia
CZ-46001,50.7663,15.0562,Liberec,Czechia
CZ-46002,50.7663,15.0562,Liberec,Czechia
CZ-46003,50.7663,15.0562,Liberec,Czechia
CZ-46004,50.7663,15.0562,Liberec,Czechia
CZ-46005,50.7663,15.0562,Liberec,Czechia
CZ-50001,50.2092,15.8328,Hradec Králové,Czechia
CZ-50002,50.2092,15.8328,Hradec Králové,Czechia
CZ-50003,50.2092,15.8328,Hradec Králové,Czechia
CZ-50004,50.2092,15.8328,Hradec Králové,Czechia
CZ-50005,50.2092,15.8328,Hradec Králové,Czechia
CZ-53001,50.0343,15.7812,Pardubice,Czechia
CZ-53002,50.0343,15.7812,Pardubice,Czechia
CZ-53003,50.0343,15.7812,Pardubice,Czechia
CZ-53004,50.0343,15.7812,Pardubice,Czechia
CZ-53005,50.0343,15.7812,Pardubice,Czechia
CZ-60000,49.1953,16.6083,Brno,Czechia
CZ-60100,49.1953,16.6083,Brno,Czechia
CZ-60200,49.1953,16.6083,Brno,Czechia
CZ-60300,49.1953,16.6083,Brno,Czechia
CZ-60400,49.1953,16.6083,Brno,Czechia
CZ-70030,49.8356,18.2925,Ostrava,Czechia
CZ-70039,49.8356,18.2925,Ostrava,Czechia
CZ-70040,49.8356,18.2925,Ostrava,Czechia
CZ-70041,49.8356,18.2925,Ostrava,Czechia
CZ-70042,49.8356,18.2925,Ostrava,Czechia
CZ-76001,49.2265,17.6706,Zlín,Czechia
CZ-76002,49.2265,17.6706,Zlín,Czechia
CZ-76003,49.2265,17.6706,Zlín,Czechia
CZ-76004,49.2265,17.6706,Zlín,Czechia
CZ-76005,49.2265,17.6706,Zlín,Czechia
CZ-77900,49.5938,17.2509,Olomouc,Czechia
CZ-77901,49.5938,17.2509,Olomouc,Czechia
CZ-77902,49.5938,17.2509,Olomouc,Czechia
CZ-77903,49.5938,17.2509,Olomouc,Czechia
CZ-77904,49.5938,17.2509,Olomouc,Czechia
DE-10115,52.52,13.405,Berlin,Germany
DE-10117,52.52,13.405,Berlin,Germany
DE-10119,52.52,13.405,Berlin,Germany
DE-10178,52.52,13.405,Berlin,Germany
DE-10179,52.52,13.405,Berlin,Germany
DE-1067,51.05,13.74,Dresden,Germany
DE-1069,51.05,13.74,Dresden,Germany
DE-1097,51.05,13.74,Dresden,Germany
DE-1099,51.05,13.74,Dresden,Germany
DE-1109,51.05,13.74,Dresden,Germany
DE-14467,52.4,13.0667,Potsdam,Germany
DE-14469,52.4,13.0667,Potsdam,Germany
DE-14471,52.4,13.0667,Potsdam,Germany
DE-14473,52.4,13.0667,Potsdam,Germany
DE-14476,52.4,13.0667,Potsdam,Germany
DE-18055,54.0833,12.1333,Rostock,Germany
DE-18057,54.0833,12.1333,Rostock,Germany
DE-18059,54.0833,12.1333,Rostock,Germany
DE-18061,54.0833,12.1333,Rostock,Germany
DE-18069,54.0833,12.1333,Rostock,Germany
DE-20095,53.5511,9.9937,Hamburg,Germany
DE-20097,53.5511,9.9937,Hamburg,Germany
DE-20099,53.5511,9.9937,Hamburg,Germany
DE-20144,53.5511,9.9937,Hamburg,Germany
DE-20146,53.5511,9.9937,Hamburg,Germany
DE-23552,53.8697,10.6864,Lübeck,Germany
DE-23554,53.8697,10.6864,Lübeck,Germany
DE-23556,53.8697,10.6864,Lübeck,Germany
DE-23558,53.8697,10.6864,Lübeck,Germany
DE-23560,53.8697,10.6864,Lübeck,Germany
DE-24103,54.3233,10.1394,Kiel,Germany
DE-24105,54.3233,10.1394,Kiel,Germany
DE-24107,54.3233,10.1394,Kiel,Germany
DE-24109,54.3233,10.1394,Kiel,Germany
DE-24111,54.3233,10.1394,Kiel,Germany
DE-26121,53.1439,8.2139,Oldenburg,Germany
DE-26122,53.1439,8.2139,Oldenburg,Germany
DE-26123,53.1439,8.2139,Oldenburg,Germany
DE-26125,53.1439,8.2139,Oldenburg,Germany
DE-26127,53.1439,8.2139,Oldenburg,Germany
DE-28195,53.0758,8.8072,Bremen,Germany
DE-28197,53.0758,8.8072,Bremen,Germany
DE-28199,53.0758,8.8072,Bremen,Germany
DE-28201,53.0758,8.8072,Bremen,Germany
DE-28203,53.0758,8.8072,Bremen,Germany
DE-30159,52.3744,9.7386,Hanover,Germany
DE-30161,52.3744,9.7386,Hanover,Germany
DE-30163,52.3744,9.7386,Hanover,Germany
DE-30165,52.3744,9.7386,Hanover,Germany
DE-30167,52.3744,9.7386,Hanover,Germany
DE-33602,52.0167,8.5333,Bielefeld,Germany
DE-33604,52.0167,8.5333,Bielefeld,Germany
DE-33607,52.0167,8.5333,Bielefeld,Germany
DE-33609,52.0167,8.5333,Bielefeld,Germany
DE-33611,52.0167,8.5333,Bielefeld,Germany
DE-34117,51.3158,9.4979,Kassel,Germany
DE-34119,51.3158,9.4979,Kassel,Germany
DE-34121,51.3158,9.4979,Kassel,Germany
DE-34123,51.3158,9.4979,Kassel,Germany
DE-34125,51.3158,9.4979,Kassel,Germany
DE-38100,52.2692,10.5211,Braunschweig,Germany
DE-38102,52.2692,10.5211,Braunschweig,Germany
DE-38104,52.2692,10.5211,Braunschweig,Germany
DE-38106,52.2692,10.5211,Braunschweig,Germany
DE-38108,52.2692,10.5211,Braunschweig,Germany
DE-39104,52.1317,11.6392,Magdeburg,Germany
DE-39106,52.1317,11.6392,Magdeburg,Germany
DE-39108,52.1317,11.6392,Magdeburg,Germany
DE-39110,52.1317,11.6392,Magdeburg,Germany
DE-39112,52.1317,11.6392,Magdeburg,Germany
